tweet_id,created_at,date,week,year,month,hour,weekday,period,username,platform,lang,location,hashtags,user_mentions,tweet_text_raw,text_clean,top_tfidf_term,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
1.3e+18,2020-09-12,2020-09-12,2020-09-07,2020,9,0,Saturday,Aug-Sep 2020,covid19_bot,COVID19_bot_,en,Unknown,,,"Latest worldwide COVID-19 data: 28,826,555 cases, 922,454 deaths. A 3.2% fatality rate.",latest worldwide NUMBER data NUMBER NUMBER NUMBER case NUMBER NUMBER death NUMBER fatality rate,number,0,53,0.7140001654624939,0.2698332369327545,0.01616661623120308,-0.6978335492312908,Negative
1.26e+18,2020-05-01,2020-05-01,2020-04-27,2020,5,0,Friday,Apr-Jun 2020,ajmerrington,Twitter for iPhone,en,"Telford, England",,RobHarris,RT @RobHarris: German teams have been back in training a few weeks. The fact a Bundesliga side is now reporting 3 new COVID-19 positive cas…,rt USER german team back training week fact bundesliga side reporting NUMBER new NUMBER positive,training,0,1,0.015696631744503975,0.9085567593574524,0.07574670016765594,0.06005006842315197,Neutral
1.27e+18,2020-06-17,2020-06-17,2020-06-15,2020,6,0,Wednesday,Apr-Jun 2020,houstonpress,TweetDeck,en,"Houston, TX",,,It's our own fault if we get the coronavirus our governor says. https://t.co/D3ST8g0ruh,fault get coronavirus governor say URL,governor,0,34,0.8221532702445984,0.1697852909564972,0.008061448112130165,-0.8140918221324682,Negative
1387741913344830000,2021-04-29,2021-04-29,2021-04-26,2021,4,0,Thursday,Apr-Jun 2021,findavac_dfw,FindAVac,en,TX,,,New available appointments detected! Provider: Walgreens Location: Walgreens Dallas 5742 E Mockingbird Ln Dallas N… https://t.co/8P2pg19Dat,new available appointment detected provider walgreens location walgreens dallas NUMBER e mockingbird ln dallas URL,dallas,0,0,0.0025203819386661053,0.6806628704071045,0.31681665778160095,0.31429627584293485,Neutral
1.31e+18,2020-09-20,2020-09-20,2020-09-14,2020,9,0,Sunday,Aug-Sep 2020,janetmoyer19,Twitter Web App,en,"Mays Landing, NJ 08330",,,I can't believe that people are stupid enough to go out as much as they do during the COVID-19 Pandemic. I get that… https://t.co/j8xyzYxDqo,ca believe people stupid enough go much NUMBER pandemic get URL,stupid,0,25,0.936257541179657,0.058378126472234726,0.005364361684769392,-0.9308931794948876,Negative
1.26e+18,2020-05-22,2020-05-22,2020-05-18,2020,5,0,Friday,Apr-Jun 2020,lalit11007,Twitter for Android,en,"delhi, India",MaharashtraBachao,sonikasdutta,RT @sonikasdutta: Mumbai overtakes New York to become the worst hit City from Covid-19 in the world #MaharashtraBachao https://t.co/PfZs0ik…,rt USER mumbai overtakes new york become worst hit city NUMBER world maharashtrabachao URL,become,0,10,0.735695481300354,0.24862001836299896,0.015684466809034348,-0.7200110144913197,Negative
1397275191462530000,2021-05-25,2021-05-25,2021-05-24,2021,5,0,Tuesday,Apr-Jun 2021,trinitiverum,Twitter Web App,en,Unknown,SAGE,AAkinsella,"RT @AAkinsella: https://t.co/zkfQxLmfU9 SAGE work is so Badly &amp; Obviously Flawed,Lethally incompetent "" 19th November 20,20 #SAGE #PCRTest…",rt USER URL sage work badly amp obviously flawed lethally incompetent november NUMBER NUMBER sage,sage,0,9,0.9431421160697937,0.05180798098444939,0.0050499034114181995,-0.9380922126583755,Negative
1.26e+18,2020-05-23,2020-05-23,2020-05-18,2020,5,0,Saturday,Apr-Jun 2020,nidhi96146037,Twitter Web App,en,Unknown,,bollywood_life,RT @bollywood_life: Bigg Boss 13 winner Sidharth Shukla writes heartfelt messages for his fans who tested positive for COVID 19 #BiggBoss…,rt USER bigg bos NUMBER winner sidharth shukla writes heartfelt message fan tested positive covid NUMBER,bos,0,0,0.022860072553157806,0.6570039987564087,0.3201359212398529,0.2972758486866951,Neutral
1.31e+18,2020-09-20,2020-09-20,2020-09-14,2020,9,0,Sunday,Aug-Sep 2020,ketanj0,Twitter Web App,en,"Oslo, Norway (via Australia)",,renew_economy,"As I recently pointed out in @renew_economy, the Labor party's previous 2030 target is neatly aligned with a proper… https://t.co/mKZJvksRbi",recently pointed USER labor party previous NUMBER target neatly aligned URL,pointed,9,7,0.007775511126965284,0.5962621569633484,0.39596232771873474,0.38818681659176946,Neutral
1.31e+18,2020-09-30,2020-09-30,2020-09-28,2020,9,0,Wednesday,Aug-Sep 2020,whopp38,Twitter for iPhone,en,Ya Mom House,"COVID19, Coronavirus",TBurrell_2,"RT @TBurrell_2: Due to #COVID19 aka #Coronavirus I will be helping 750 people that likes &amp; retweet this $500-$3,000 through CashApp, Apple…",rt USER due aka coronavirus helping NUMBER people like amp retweet NUMBER NUMBER NUMBER cashapp,aka,0,0,0.03527318313717842,0.6603351831436157,0.30439165234565735,0.2691184692084789,Neutral
1.26e+18,2020-05-25,2020-05-25,2020-05-25,2020,5,0,Monday,Apr-Jun 2020,ebrutvkenya,TweetDeck,en,NAIROBI,,"omwoyoski, KFanyamambo, AndrewJFrankli1","Advocate Areba Omwoyo @omwoyoski , Lawyer Ben Kinuthia @KFanyamambo &amp; Secuirty Analyst @AndrewJFrankli1 are live on… https://t.co/nlHuby2si0",advocate areba omwoyo USER lawyer ben kinuthia USER amp secuirty analyst USER live URL,advocate,0,60,0.008704911917448044,0.9084474444389343,0.0828477293252945,0.07414281740784645,Neutral
1.25e+18,2020-04-26,2020-04-26,2020-04-20,2020,4,0,Sunday,Apr-Jun 2020,katheri19049313,Twitter for Android,en,"Denver, CO",,politico,@politico Although Walmart closes due to covid-19 deaths in Aurora Colorado !,USER although walmart close due NUMBER death aurora colorado,although,0,13,0.5561609268188477,0.4142801761627197,0.0295589417219162,-0.5266019850969315,Negative
1.26e+18,2020-05-24,2020-05-24,2020-05-18,2020,5,0,Sunday,Apr-Jun 2020,joannesprucec21,Twitter Web Client,en,"British Columbia, Canada","NewYorkTimes, frontpage",,"""'Incalculable loss': New York Times covers front page with 1,000 Covid-19 death notices"" https://t.co/D2yHa5IaSZ #NewYorkTimes #frontpage",incalculable loss new york time cover front page NUMBER NUMBER NUMBER death notice URL newyorktimes frontpage,page,0,1,0.4966679811477661,0.48343685269355774,0.01989513821899891,-0.4767728429287672,Negative
1.3e+18,2020-08-20,2020-08-20,2020-08-17,2020,8,0,Thursday,Aug-Sep 2020,nickpoole1,TweetDeck,en,London,,"CILIPSLG, CILIPinfo",@CILIPSLG @CILIPinfo I've seen several of these systems (not in the context of COVID-19). Health &amp; Safety Executive… https://t.co/98yns1gSdd,USER USER seen several system context NUMBER health amp safety URL,several,1,1,0.09771101921796799,0.8626553416252136,0.039633627980947495,-0.05807739123702049,Neutral
1401940000000000000,2021-06-07,2021-06-07,2021-06-07,2021,6,0,Monday,Apr-Jun 2021,sanjeetsen,Twitter for Android,en,India,,apsapre,"RT @apsapre: We are opening up, pls pls pls requesting all of you to stay at home unless absolutely necessary. If you DO have to go pls dou…",rt USER opening pls pls pls requesting stay home unless absolutely necessary go pls,pls,0,3384,0.09472204744815826,0.7826930284500122,0.12258496135473251,0.02786291390657425,Neutral
1.31e+18,2020-10-08,2020-10-08,2020-10-05,2020,10,0,Thursday,Aug-Sep 2020,cbnews_online,Twitter Web App,en,United State of America,"Germany, coronavirus",,#Germany sees 'worrying jump' in #coronavirus cases https://t.co/wCtTCKtYDF https://t.co/dFAHmNgsoP,germany see worrying jump coronavirus case URL URL,worrying,0,53,0.6230823397636414,0.35946881771087646,0.01744883880019188,-0.6056335009634495,Negative
1.31e+18,2020-09-27,2020-09-27,2020-09-21,2020,9,0,Sunday,Aug-Sep 2020,terry26385152,Twitter for Android,en,Unknown,,EM_KA_17,RT @EM_KA_17: 💥 B O O M 💥 ▶️ WEARING A MASK IS GOING TO END !!! ▶️ CDC lied all the time about COVID-19 is an airborne virus. CDC Admits…,rt USER b wearing mask going end cdc lied time NUMBER airborne virus cdc,cdc,0,332,0.7049831748008728,0.277847558259964,0.017169306054711342,-0.6878138687461615,Negative
1397129009398350000,2021-05-25,2021-05-25,2021-05-24,2021,5,0,Tuesday,Apr-Jun 2021,kakasin91329503,Twitter for Android,en,Unknown,"Covid, Jammu, Kashmir","kashmir_watch, manojsinha_","RT @kashmir_watch: 🔶The #Covid situation is improving gradually in #Jammu and #Kashmir, LG @manojsinha_ said on monday &amp; soughts active pa…",rt USER covid situation improving gradually jammu kashmir lg USER said monday amp soughts active,gradually,0,9048,0.00756882457062602,0.7915695905685425,0.20086164772510529,0.19329282315447927,Neutral
1.26e+18,2020-05-18,2020-05-18,2020-05-18,2020,5,0,Monday,Apr-Jun 2020,patreasurer,Twitter Web App,en,"Harrisburg, PA",,,"There are ways to help the most vulnerable make it through this crisis by supporting immediate needs like food, she… https://t.co/2GoVdwAj0Q",way help vulnerable make crisis supporting immediate need like food URL,vulnerable,0,0,0.01741313748061657,0.4920003414154053,0.4905865788459778,0.4731734413653612,Neutral
1391089973927970000,2021-05-08,2021-05-08,2021-05-03,2021,5,0,Saturday,Apr-Jun 2021,unique_sanket,Twitter for Android,en,"Aligarh, India",,NILESHR63293405,RT @NILESHR63293405: You can see how many children and teachers are positive covid 19 in this ongoing horrible pandemic. I'm requesting #NI…,rt USER see many child teacher positive covid NUMBER ongoing horrible pandemic requesting,requesting,0,1168,0.8472689986228943,0.14193317294120789,0.010797843337059021,-0.8364711552858353,Negative
1402690000000000000,2021-06-09,2021-06-09,2021-06-07,2021,6,0,Wednesday,Apr-Jun 2021,news957,Twitter Web App,en,"Halifax, Nova Scotia, Canada",,,"Atlantic University Sport 'optimistic' athletes can return to fields, rinks, arenas and tracks starting this fall… https://t.co/PnFwYuD7bc",atlantic university sport optimistic athlete return field rink arena track starting URL,atlantic,0,0,0.003454081015661359,0.4282776117324829,0.568268358707428,0.5648142776917666,Positive
1391113163957990000,2021-05-08,2021-05-08,2021-05-03,2021,5,0,Saturday,Apr-Jun 2021,revelationeagle,Twitter Web App,en,Unknown,,statnews,"FDA clears saliva test for Covid-19, opening door to wider testing https://t.co/abFbv7BBnY via @statnews",fda clear saliva test NUMBER opening door wider testing URL via USER,wider,0,3,0.010651637800037861,0.858705461025238,0.1306428611278534,0.11999122332781553,Neutral
1.26e+18,2020-05-09,2020-05-09,2020-05-04,2020,5,0,Saturday,Apr-Jun 2020,devilz_lair,Twitter for Android,en,"Chennai, India",,chennaicorp,"RT @chennaicorp: NGOs, who are interested to be a part of prevention works to stop the COVID-19 spread, can get in touch with us. #Covid19…",rt USER ngo interested part prevention work stop NUMBER spread get touch u,ngo,0,1072,0.025013767182826996,0.8534555435180664,0.12153062224388123,0.09651685506105423,Neutral
1.31e+18,2020-09-27,2020-09-27,2020-09-21,2020,9,0,Sunday,Aug-Sep 2020,superatscesc,Twitter for Android,en,"Sparta, NJ",,"Msalvatore2020, Telegraph",RT @Msalvatore2020: Take some time to read and watch the videos in @Telegraph regarding mask wearing and the possibility of COVID-19 immuni…,rt USER take time read watch video USER regarding mask wearing possibility NUMBER,possibility,0,451,0.024374669417738914,0.9178458452224731,0.05777953192591667,0.03340486250817776,Neutral
1.26e+18,2020-05-23,2020-05-23,2020-05-18,2020,5,0,Saturday,Apr-Jun 2020,padenpur,Twitter for iPhone,en,"Evans City, PA",,"MSNBC, VinGuptaMD",RT @MSNBC: .@VinGuptaMD discusses President Trump saying he’s taking hydroxychloroquine to prevent COVID-19: “He should not propagating t…,rt USER USER discusses president trump saying taking hydroxychloroquine prevent NUMBER propagating,discusses,0,1,0.07139984518289566,0.8790261149406433,0.049573976546525955,-0.021825868636369705,Neutral
1.26e+18,2020-05-07,2020-05-07,2020-05-04,2020,5,0,Thursday,Apr-Jun 2020,drol007,Twitter for iPhone,en,Right on  Brighton 💯🦄🌊🌈,,trishgreenhalgh,"RT @trishgreenhalgh: Fantastic collation of routine data on ~17,000 covid-19 patients admitted to UK hospitals by Annemarie Docherty and co…",rt USER fantastic collation routine data NUMBER NUMBER NUMBER patient admitted uk hospital annemarie docherty,fantastic,0,1,0.005686524789780378,0.3517480492591858,0.6425654292106628,0.6368789044208825,Positive
1.31e+18,2020-09-30,2020-09-30,2020-09-28,2020,9,0,Wednesday,Aug-Sep 2020,jeromegravesbm1,Twitter for iPhone,en,"Bacolod City, Philippines",,,Prince Charles actually admitted at the Davos group in February 2020 that they and Globalust should use COVID-19 to… https://t.co/SnKlhguB1s,prince charles actually admitted davos group february NUMBER globalust use NUMBER URL,prince,0,480,0.030294394120573997,0.9291866421699524,0.040518876165151596,0.010224482044577599,Neutral
1.26e+18,2020-05-06,2020-05-06,2020-05-04,2020,5,0,Wednesday,Apr-Jun 2020,d_phezani,Twitter for Android,en,South Africa,Covid_19,HealthZA,RT @HealthZA: The number of people who haven confirmed with #Covid_19 is increasing and the government’s role has been to slow down the rat…,rt USER number people confirmed increasing government role slow,increasing,0,312,0.49743834137916565,0.488678514957428,0.013883104547858238,-0.4835552368313074,Negative
1.26e+18,2020-05-14,2020-05-14,2020-05-11,2020,5,0,Thursday,Apr-Jun 2020,pieterdutoit,Twitter Web Client,en,"Johannesburg, South Africa",,,"South Africa beyond Covid-19 | Elmien du Plessis: We must lay the foundations of a more equal, just society… https://t.co/2R4M7mIHtt",south africa beyond NUMBER elmien du plessis must lay foundation equal URL,lay,0,2509,0.03397519886493683,0.8414076566696167,0.12461712956428528,0.09064193069934845,Neutral
1405270000000000000,2021-06-16,2021-06-16,2021-06-14,2021,6,0,Wednesday,Apr-Jun 2021,fbcsmith,Twitter for iPhone,en,"Clayton, NC",,makomedical,"RT @makomedical: This fall, COVID-19 testing is vital in making sure schools open safely. Our MAKO Medical team is ready to assist nationwi…",rt USER fall NUMBER testing vital making sure school open safely mako medical team ready assist,assist,0,10,0.013220476917922497,0.5948277711868286,0.3919517397880554,0.3787312628701329,Neutral
1.26e+18,2020-05-05,2020-05-05,2020-05-04,2020,5,0,Tuesday,Apr-Jun 2020,rmack2x,Twitter for iPad,en,Unknown,,JaggerMickOZ,RT @JaggerMickOZ: COVID-19 Is it a Pandemic Is it a Plan Plandemic Must Watch Emperative .,rt USER NUMBER pandemic plan plandemic must watch emperative,plandemic,0,27,0.10884381085634232,0.8534376621246338,0.037718500941991806,-0.07112530991435051,Neutral
1.25e+18,2020-04-26,2020-04-26,2020-04-20,2020,4,0,Sunday,Apr-Jun 2020,dougymc,Twitter for Android,en,"Markham, Ontario, Canada",,MaxJGao,RT @MaxJGao: Beyond honoured to have gotten the chance to team up with Mike McIntyre to write a special piece about how Ontario’s top playe…,rt USER beyond honoured gotten chance team mike mcintyre write special piece ontario top,gotten,0,865,0.0020509061869233847,0.03823796287178993,0.9597111940383911,0.9576602878514677,Positive
1.26e+18,2020-05-22,2020-05-22,2020-05-18,2020,5,0,Friday,Apr-Jun 2020,easyjet,Sprinklr,en,Europe,,bridiedavies_x,@bridiedavies_x We have just launched a new Covid-19 Help Hub which should provide the fastest and easiest way to f… https://t.co/VTLf0zsoUY,USER launched new NUMBER help hub provide fastest easiest way URL,fastest,0,363,0.005046284291893244,0.2139495611190796,0.7810041904449463,0.775957906153053,Positive
1.26e+18,2020-05-07,2020-05-07,2020-05-04,2020,5,0,Thursday,Apr-Jun 2020,maelysdervenn,Twitter for Android,en,Europe,"Banksy, NHS",ImagePlayground,RT @ImagePlayground: The new #Banksy is a wonderful celebration of all the superheroes in our #NHS https://t.co/JwlfocPbOX,rt USER new banksy wonderful celebration superheroes nh URL,celebration,0,3,0.0014783932128921151,0.012463010847568512,0.9860586524009705,0.9845802591880783,Positive
1403260000000000000,2021-06-11,2021-06-11,2021-06-07,2021,6,0,Friday,Apr-Jun 2021,gnomoeoffice,Twitter for iPhone,en,"Worthing, Sussex, Uk",,"PoliticsForAlI, Telegraph","RT @PoliticsForAlI: 🚨 | NEW: The most common symptom of Covid-19 is now a headache, say experts Via @Telegraph",rt USER new common symptom NUMBER headache say expert via USER,headache,0,10,0.5181787610054016,0.4628920555114746,0.018929215148091316,-0.4992495458573103,Negative
1387290648651370000,2021-04-28,2021-04-28,2021-04-26,2021,4,0,Wednesday,Apr-Jun 2021,jaggeree,Twitter Web App,en,Oxford,,mega_pindang71,RT @mega_pindang71: MIS in Children (Covid-19) vs Kawasaki Disease. https://t.co/glRySJqyX9,rt USER mi child NUMBER v kawasaki disease URL,disease,0,0,0.07672452181577682,0.9023839235305786,0.020891519263386726,-0.0558330025523901,Neutral
1.32e+18,2020-10-11,2020-10-11,2020-10-05,2020,10,0,Sunday,Aug-Sep 2020,sher_e_babbar,Twitter for iPhone,en,Unknown,,FootballGupshup,Please Subscribe to this new channel called @FootballGupshup Where you get the news about football in Urdu and En… https://t.co/nuMhf10C9c,please subscribe new channel called USER get news football urdu URL,subscribe,0,0,0.004424415063112974,0.7977752089500427,0.19780030846595764,0.19337589340284467,Neutral
1.26e+18,2020-05-16,2020-05-16,2020-05-11,2020,5,0,Saturday,Apr-Jun 2020,eahlaw,Twitter Web App,en,Unknown,COVID19,"AmerMedicalAssn, PatriceHarrisMD","RT @AmerMedicalAssn: .@PatriceHarrisMD discusses #COVID19's disproportionate impact on African American communities, emphasizing the import…",rt USER USER discusses disproportionate impact african american community emphasizing,disproportionate,0,4,0.3508579730987549,0.6345871090888977,0.01455486286431551,-0.3363031102344394,Neutral
1.31e+18,2020-09-20,2020-09-20,2020-09-14,2020,9,0,Sunday,Aug-Sep 2020,shubham_sk_,Twitter for Android,en,"Surat Gujarat, India",,"chandpc123, narendramodi","RT @chandpc123: Respected @narendramodi Ji, During the Covid-19 period, Farmers acted as real warriors by providing ample supply of essenti…",rt USER respected USER ji NUMBER period farmer acted real warrior providing ample supply,ample,0,3675,0.018360914662480354,0.4844861924648285,0.4971528947353363,0.47879198007285595,Positive
1400500000000000000,2021-06-03,2021-06-03,2021-05-31,2021,6,0,Thursday,Apr-Jun 2021,pilarvaile,Twitter for Android,en,"Yuma, CO",,,"EEOC Updates Guidance on COVID-19 Vaccination Policies, Including Mandates, Incentives, and Accommodations https://t.co/wYl0vukpUC",eeoc update guidance NUMBER vaccination policy including mandate incentive accommodation URL,incentive,0,0,0.017523685470223427,0.9319602847099304,0.05051610246300697,0.032992416992783546,Neutral
1409120000000000000,2021-06-27,2021-06-27,2021-06-21,2021,6,0,Sunday,Apr-Jun 2021,wanitaellis,Twitter for Android,en,"Queensland, Australia",,NSWHealth,RT @NSWHealth: ⚠️PUBLIC HEALTH ALERT – TRANSMISSION VENUES OF CONCERN⚠️ NSW Health is reminding the public of its advice for a number of ke…,rt USER health alert transmission venue nsw health reminding public advice number,health,0,0,0.024018576368689537,0.9453679323196411,0.030613478273153305,0.006594901904463768,Neutral
1.3e+18,2020-09-01,2020-09-01,2020-08-31,2020,9,0,Tuesday,Aug-Sep 2020,bernardtmartin,Twitter for iPhone,en,"Pittsburgh PA, USA",,_markgallagher,"RT @_markgallagher: Unclear what data has changed that enables fans to buy tickets for Grands Prix this autumn, considering the excellent C…",rt USER unclear data changed enables fan buy ticket grand prix autumn considering excellent,enables,12,4,0.03179487958550453,0.8918646574020386,0.0763404592871666,0.044545579701662064,Neutral
1.27e+18,2020-05-30,2020-05-30,2020-05-25,2020,5,0,Saturday,Apr-Jun 2020,dzrhnews,Twitter Web App,en,"Manila, Philippines",,DFAPHL,RT @DFAPHL: 30 May 2020 Today’s reports from our Foreign Service Posts reflect no new fatalities due to COVID-19 among Filipinos abroad. (…,rt USER NUMBER may NUMBER today report foreign service post reflect new fatality due NUMBER among filipino abroad,reflect,0,0,0.05480564013123512,0.9043006896972656,0.04089367762207985,-0.013911962509155273,Neutral
1.3e+18,2020-08-26,2020-08-26,2020-08-24,2020,8,0,Wednesday,Aug-Sep 2020,anu_2410,Twitter for Android,en,"Lucknow, India",,"jee_neet_exam, AmitShah","RT @jee_neet_exam: Now only @AmitShah can postpone JEE-NEET exams,because he is Ex-patient of COVID-19 He also know that difficulty faced d…",rt USER USER postpone exam NUMBER also know difficulty faced,difficulty,0,229,0.7758743166923523,0.2148848921060562,0.00924085546284914,-0.7666334612295032,Negative
1.26e+18,2020-05-12,2020-05-12,2020-05-11,2020,5,0,Tuesday,Apr-Jun 2020,dugnan2963,Twitter for Android,en,Unknown,,CTVNews,RT @CTVNews: Are you an essential worker? A senior? Unable to afford rent? Our tracker explains what emergency government benefits are avai…,rt USER essential worker senior unable afford rent tracker explains emergency government benefit,rent,0,0,0.13411857187747955,0.8377294540405273,0.028152011334896088,-0.10596656054258347,Neutral
1.3e+18,2020-08-26,2020-08-26,2020-08-24,2020,8,0,Wednesday,Aug-Sep 2020,reigaterfc,Twitter for iPhone,en,reigate,,"VARB2020, reigatebanstead",RT @VARB2020: ⭐Volunteers Needed⭐@reigatebanstead need befrienders ☎️ For 2/3 hours a week you could help support an isolated person. Ideal…,rt USER USER need befrienders NUMBER NUMBER hour week could help support isolated person,isolated,0,252,0.007256702054291964,0.577634871006012,0.41510841250419617,0.4078517104499042,Neutral
1405260000000000000,2021-06-16,2021-06-16,2021-06-14,2021,6,0,Wednesday,Apr-Jun 2021,jojugolo,Twitter for Android,en,Unknown,"TodayInHistory, Wednesday, StaySafe, Let","ManoloBellon, GeorgeHarrison","RT @ManoloBellon: #TodayInHistory #Wednesday #StaySafe -2009 –#Let ItRoll: Songs By @GeorgeHarrison, his third compilation album is release…",rt USER todayinhistory wednesday staysafe NUMBER let itroll song USER third compilation album,song,0,2,0.002765429439023137,0.6362748146057129,0.3609597980976105,0.35819436865858734,Neutral
1.26e+18,2020-05-12,2020-05-12,2020-05-11,2020,5,0,Tuesday,Apr-Jun 2020,sjmardevi,Twitter for Android,en,"Toronto, ON",,SeashiaVang,"RT @SeashiaVang: As the pandemic continues, so does scapegoating and scaremongering. Hatred and xenophobia have spread from anti-Asian sent…",rt USER pandemic continues scapegoating scaremongering hatred xenophobia spread,scaremongering,0,576,0.8938390612602234,0.10162004828453064,0.0045408885926008224,-0.8892981726676226,Negative
1.31e+18,2020-10-06,2020-10-06,2020-10-05,2020,10,0,Tuesday,Aug-Sep 2020,gfannin70_steve,Twitter for iPhone,en,"Virginia, USA",COVID19,YouTube,"Trumps Perfect Message of Hope on COVID: ""Don't Let it Dominate You"" https://t.co/KIHQxg7W9E via @YouTube #COVID19… https://t.co/KPo0pwYY7B",trump perfect message hope covid let dominate URL via USER URL,perfect,0,46172,0.04101264476776123,0.45480120182037354,0.5041861534118652,0.463173508644104,Positive
1395055286776300000,2021-05-19,2021-05-19,2021-05-17,2021,5,0,Wednesday,Apr-Jun 2021,kalisbrood,Twitter for iPhone,en,"Bangalore, India",,MihirkJha,"RT @MihirkJha: J K Dutt, Man who lead NSG during 26/11 Mumbai attack died due to Covid-19 complications. He had famously said: 'I wish I ha…",rt USER j k dutt man lead nsg NUMBER NUMBER mumbai attack died due NUMBER complication famously said wish,complication,0,0,0.6224799156188965,0.3587814271450043,0.018738629296422005,-0.6037412863224745,Negative
